,entrez,symbol,gene.name,logFC,logCPM,F,PValue,FDR
ENSMUSG00000020716,18015,Nf1,neurofibromin 1,0.426297005,3.500695852,5.917704406,0.019073189,0.200828359
ENSMUSG00000022570,22122,Tsta3,tissue specific transplantation antigen P35B,0.30075291,4.750800087,5.911630399,0.019131128,0.201241513
ENSMUSG00000031659,11513,Adcy7,adenylate cyclase 7,-1.058452512,1.467593106,5.909129057,0.019155043,0.201296304
ENSMUSG00000034430,80292,Zxdc,ZXD family zinc finger C,0.519970246,3.24657786,5.897888129,0.019262912,0.202148671
ENSMUSG00000034613,319468,Ppm1h,protein phosphatase 1H (PP2C domain containing),-0.884517184,1.256415895,5.896765235,0.019273723,0.202148671
ENSMUSG00000039841,627049,Zfp800,zinc finger protein 800,0.337186256,4.505885271,5.894254854,0.019297917,0.202205338
ENSMUSG00000035960,11792,Apex1,apurinic/apyrimidinic endonuclease 1,-0.483873636,4.11874457,5.881292304,0.019423361,0.203321778
ENSMUSG00000027333,228608,Smox,spermine oxidase,-0.979920286,2.007423405,5.879300955,0.01944271,0.203326529
ENSMUSG00000026878,68365,Rab14,"RAB14, member RAS oncogene family",0.208874565,8.310335271,5.876195466,0.019472925,0.2034448
ENSMUSG00000038943,233406,Prc1,protein regulator of cytokinesis 1,-1.337582554,1.376890441,5.880722062,0.019520435,0.203743361
ENSMUSG00000024965,108101,Fermt3,fermitin family member 3,-0.556162778,2.779176297,5.856679276,0.019663967,0.20504259
ENSMUSG00000057037,50702,Cfhr1,complement factor H-related 1,0.658983699,5.429809462,5.921615396,0.019683022,0.205042596
ENSMUSG00000051169,101122,Rpusd3,RNA pseudouridylate synthase domain containing 3,0.380290678,3.471967969,5.845576792,0.019773546,0.205786388
ENSMUSG00000000078,23849,Klf6,Kruppel-like factor 6,-0.777527487,4.338940333,5.906941083,0.01984599,0.206031901
ENSMUSG00000028799,230761,Zfp362,zinc finger protein 362,-0.578262844,3.097573884,5.832983938,0.019898628,0.206031901
ENSMUSG00000040751,56743,Lat2,"linker for activation of T cells family, member 2",-1.430295186,1.134110847,5.839725432,0.019899765,0.206031901
ENSMUSG00000063382,80288,Bcl9l,B cell CLL/lymphoma 9-like,0.374552354,5.860688591,5.830974135,0.019918669,0.206031901
ENSMUSG00000018796,14081,Acsl1,acyl-CoA synthetase long-chain family member 1,0.375793162,9.820904039,5.829711086,0.019931275,0.206031901
ENSMUSG00000052302,74694,Tbc1d30,"TBC1 domain family, member 30",0.597053488,3.019261937,5.828492912,0.019943441,0.206031901
ENSMUSG00000037400,76295,Atp11b,"ATPase, class VI, type 11B",0.363346252,4.366032422,5.825531773,0.019973048,0.206031901
ENSMUSG00000015355,12506,Cd48,CD48 antigen,-1.323987914,1.185089993,5.822887679,0.020001217,0.206031901
ENSMUSG00000025198,226144,Erlin1,ER lipid raft associated 1,-0.523416067,4.306664609,5.828302466,0.020007501,0.206031901
ENSMUSG00000004071,66626,Cdip1,cell death inducing Trp53 target 1,0.297713384,6.104467758,5.817433445,0.02005426,0.206031901
ENSMUSG00000038733,226757,Wdr26,WD repeat domain 26,0.222795591,7.22177472,5.816577844,0.020062861,0.206031901
ENSMUSG00000030800,76560,Prss8,"protease, serine 8 (prostasin)",-1.128810122,2.424236722,5.854800625,0.020069835,0.206031901
ENSMUSG00000020328,52653,Nudcd2,NudC domain containing 2,-0.414100867,5.209129825,5.814527914,0.020083484,0.206031901
ENSMUSG00000030968,71830,Pdilt,"protein disulfide isomerase-like, testis expressed",0.873593718,2.109725822,5.81329589,0.02009589,0.206031901
ENSMUSG00000025173,66840,Wdr45b,WD repeat domain 45B,0.330261119,5.494699069,5.812689056,0.020102003,0.206031901
ENSMUSG00000054477,140492,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",0.531074388,3.419058182,5.809731751,0.020131824,0.206031901
ENSMUSG00000112023,14727,Lilr4b,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B",-0.882658289,2.480023926,5.816462209,0.020137549,0.206031901
ENSMUSG00000038831,241308,Ralgps1,Ral GEF with PH domain and SH3 binding motif 1,-0.971165909,1.909590541,5.808746747,0.020141767,0.206031901
ENSMUSG00000062526,225651,Mppe1,metallophosphoesterase 1,-0.385173157,3.829498768,5.80632121,0.020166275,0.206086688
ENSMUSG00000051682,224840,Treml4,triggering receptor expressed on myeloid cells-like 4,-1.005756828,1.584775446,5.795784787,0.020273105,0.206981865
ENSMUSG00000032531,56332,Amotl2,angiomotin-like 2,0.429452442,4.238805813,5.786911789,0.020363542,0.207647827
ENSMUSG00000032083,11806,Apoa1,apolipoprotein A-I,0.352731758,12.45958085,5.785602156,0.020376926,0.207647827
ENSMUSG00000027829,56706,Ccnl1,cyclin L1,0.298832322,5.671030485,5.780189144,0.020432349,0.207823984
ENSMUSG00000040446,225283,Rprd1a,regulation of nuclear pre-mRNA domain containing 1A,0.38633829,3.799557904,5.780141435,0.020432839,0.207823984
ENSMUSG00000038095,243272,Sbno1,strawberry notch 1,0.216773608,6.692328221,5.770006788,0.020537044,0.208686619
ENSMUSG00000036167,223828,Pphln1,periphilin 1,0.575574314,2.683869369,5.766902284,0.020569079,0.208778549
ENSMUSG00000036908,54445,Unc93b1,"unc-93 homolog B1, TLR signaling regulator",-0.571830715,5.214190915,5.806348541,0.020584894,0.208778549
ENSMUSG00000030762,11833,Aqp8,aquaporin 8,-0.659378022,7.949203607,5.835189678,0.02062177,0.208847325
ENSMUSG00000046947,57869,Adck2,aarF domain containing kinase 2,0.636153757,2.82774535,5.760965387,0.02063049,0.208847325
ENSMUSG00000038648,208647,Creb3l2,cAMP responsive element binding protein 3-like 2,-0.48738194,3.521437068,5.756066097,0.020681317,0.209038606
ENSMUSG00000079494,69049,Nat8f5,N-acetyltransferase 8 (GCN5-related) family member 5,-0.935466589,2.148782787,5.754404877,0.020710362,0.209038606
ENSMUSG00000051506,545030,Wdfy4,WD repeat and FYVE domain containing 4,-0.878935084,2.076030307,5.752458464,0.02071883,0.209038606
ENSMUSG00000064899,100216530,Snord118,"small nucleolar RNA, C/D box 118",0.456604362,6.246996374,5.770211278,0.020727088,0.209038606
ENSMUSG00000018042,109754,Cyb5r3,cytochrome b5 reductase 3,-0.372683829,9.133928074,5.749774894,0.020746781,0.209041305
ENSMUSG00000027962,22329,Vcam1,vascular cell adhesion molecule 1,-0.702205275,4.543162688,5.794367546,0.020867086,0.210056794
ENSMUSG00000019872,57319,Smpdl3a,"sphingomyelin phosphodiesterase, acid-like 3A",-0.339795565,5.061465962,5.73235911,0.020929168,0.210373693
ENSMUSG00000073680,320587,Tmem88b,transmembrane protein 88B,0.79670907,1.591942617,5.731551656,0.020937666,0.210373693
ENSMUSG00000022707,74185,Gbe1,"glucan (1,4-alpha-), branching enzyme 1",-0.445892765,7.240274512,5.739221274,0.02103726,0.211177201
ENSMUSG00000006191,68916,Cdkal1,CDK5 regulatory subunit associated protein 1-like 1,0.40809664,3.512138963,5.710197903,0.021163747,0.212248908
ENSMUSG00000086316,70123,Nbdy,negative regulator of P-body association,-0.979348048,1.255902214,5.701852819,0.021252811,0.212943668
ENSMUSG00000074063,71839,Osgin1,oxidative stress induced growth inhibitor 1,0.539994269,6.08249997,5.743042424,0.0212862,0.213079813
ENSMUSG00000048332,108927,Lhfp,lipoma HMGIC fusion partner,-0.752871875,3.463230867,5.72546452,0.021350519,0.213389185
ENSMUSG00000032562,14678,Gnai2,"guanine nucleotide binding protein (G protein), alpha inhibiting 2",-0.284511374,7.381293285,5.689202242,0.021388595,0.213389185
ENSMUSG00000031445,66901,Proz,"protein Z, vitamin K-dependent plasma glycoprotein",0.279473252,6.804632372,5.68851008,0.021396052,0.213389185
ENSMUSG00000039967,30046,Zfp292,zinc finger protein 292,0.439841745,5.083907648,5.688475409,0.021396425,0.213389185
ENSMUSG00000036990,73945,Otud4,OTU domain containing 4,0.292159072,4.642961179,5.685031715,0.021433564,0.213561648
ENSMUSG00000033439,229780,Trmt13,tRNA methyltransferase 13,0.508013403,2.822519496,5.677491561,0.021515123,0.214030823
ENSMUSG00000021497,69672,Txndc15,thioredoxin domain containing 15,0.372407255,6.116219053,5.676592116,0.021524874,0.214030823
ENSMUSG00000024055,170716,Cyp4f13,"cytochrome P450, family 4, subfamily f, polypeptide 13",0.42156378,5.134523171,5.675168312,0.02154032,0.214030823
ENSMUSG00000031631,66756,Cfap97,cilia and flagella associated protein 97,0.483992005,3.636144431,5.671739392,0.021577566,0.214152298
ENSMUSG00000025278,286940,Flnb,"filamin, beta",-0.379896186,4.986266242,5.670380461,0.021592347,0.214152298
ENSMUSG00000028973,74610,Abcb8,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",-0.410867977,3.513945548,5.660468812,0.021700481,0.21502659
ENSMUSG00000022550,268822,Adck5,aarF domain containing kinase 5,0.411288531,4.093562041,5.657431127,0.021733738,0.215146631
ENSMUSG00000022914,93871,Brwd1,bromodomain and WD repeat domain containing 1,0.376370217,5.448501982,5.653052116,0.021781777,0.215146631
ENSMUSG00000027983,71519,Cyp2u1,"cytochrome P450, family 2, subfamily u, polypeptide 1",0.530191389,6.223704433,5.695971455,0.021782543,0.215146631
ENSMUSG00000024985,21416,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",0.240649772,5.830975833,5.651168334,0.021802477,0.215146631
ENSMUSG00000070056,52065,Mfhas1,malignant fibrous histiocytoma amplified sequence 1,0.387960817,4.716913235,5.650251337,0.021812561,0.215146631
ENSMUSG00000049489,69109,Ccnq,cyclin Q,-0.549205515,2.898198258,5.645358808,0.02186645,0.215480651
ENSMUSG00000036655,71693,Colec11,collectin sub-family member 11,-0.398385656,5.175123457,5.642918699,0.02189338,0.215548641
ENSMUSG00000025224,107338,Gbf1,golgi-specific brefeldin A-resistance factor 1,0.360013233,5.129765501,5.638337647,0.021944035,0.215751661
ENSMUSG00000002031,76568,Ift46,intraflagellar transport 46,0.382872531,4.114992441,5.63583132,0.021971802,0.215751661
ENSMUSG00000015488,381356,Cacfd1,calcium channel flower domain containing 1,0.31139255,4.667515125,5.635619585,0.021974149,0.215751661
ENSMUSG00000050965,18750,Prkca,"protein kinase C, alpha",-0.41203629,4.065249432,5.630400834,0.022032094,0.216123398
ENSMUSG00000031922,74360,Cep57,centrosomal protein 57,0.309103689,3.978834895,5.618149957,0.022168765,0.217001658
ENSMUSG00000044393,13511,Dsg2,desmoglein 2,0.252809377,6.934898122,5.61759227,0.022175008,0.217001658
ENSMUSG00000039886,215210,Tmem120a,transmembrane protein 120A,-0.308521315,6.048290195,5.61572812,0.022195891,0.217001658
ENSMUSG00000018697,56321,Aatf,apoptosis antagonizing transcription factor,-0.38995479,4.254535655,5.615157423,0.022202288,0.217001658
ENSMUSG00000005204,80886,Senp3,SUMO/sentrin specific peptidase 3,0.76271692,2.965209887,5.624643831,0.022258087,0.217263909
ENSMUSG00000038068,218215,Rnf144b,ring finger protein 144B,0.354849651,4.92396866,5.607317673,0.02229037,0.217263909
ENSMUSG00000029153,433904,Ociad2,OCIA domain containing 2,-0.224967583,6.036518951,5.606280834,0.022302047,0.217263909
ENSMUSG00000010517,14084,Faf1,Fas-associated factor 1,0.316676339,4.373868618,5.60558567,0.02230988,0.217263909
ENSMUSG00000041488,20908,Stx3,syntaxin 3,-0.748706047,1.857369908,5.601008707,0.022361526,0.217569962
ENSMUSG00000042364,170625,Snx18,sorting nexin 18,0.317304045,4.345900193,5.594743764,0.022432427,0.218062641
ENSMUSG00000040022,74998,Rab11fip2,RAB11 family interacting protein 2 (class I),0.590827356,3.19258498,5.587959668,0.022509476,0.218592236
ENSMUSG00000048376,14062,F2r,coagulation factor II (thrombin) receptor,-0.590168562,5.584371037,5.632662798,0.022551369,0.218592236
ENSMUSG00000021670,15357,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,-0.759420584,5.024862572,5.656810635,0.022567475,0.218592236
ENSMUSG00000037622,230796,Wdtc1,WD and tetratricopeptide repeats 1,0.419149077,5.540034381,5.581098054,0.022587695,0.218592236
ENSMUSG00000034738,329416,Nostrin,nitric oxide synthase trafficker,0.388705634,4.238089269,5.581029856,0.022588474,0.218592236
ENSMUSG00000026875,22029,Traf1,TNF receptor-associated factor 1,-1.116267537,0.920223206,5.576310244,0.022642447,0.218917673
ENSMUSG00000028926,18647,Cdk14,cyclin-dependent kinase 14,-0.760501401,1.630188812,5.571655034,0.022695819,0.219236724
ENSMUSG00000060739,59050,Nsa2,NSA2 ribosome biogenesis homolog,0.26547843,7.778807635,5.56759801,0.022742444,0.219365455
ENSMUSG00000020649,20135,Rrm2,ribonucleotide reductase M2,-0.670194871,2.090215302,5.566948633,0.022749916,0.219365455
ENSMUSG00000035778,14594,Ggta1,"glycoprotein galactosyltransferase alpha 1, 3",-0.815585075,1.568415842,5.564372995,0.02277958,0.219454844
ENSMUSG00000036856,22417,Wnt4,"wingless-type MMTV integration site family, member 4",-0.852364952,1.76308357,5.561673459,0.022810716,0.219558239
ENSMUSG00000020423,12227,Btg2,"B cell translocation gene 2, anti-proliferative",-0.905037879,3.185839362,5.605171721,0.022858976,0.219826127
ENSMUSG00000015961,11566,Adss,"adenylosuccinate synthetase, non muscle",-0.285094902,5.01540604,5.554573345,0.022892825,0.219908487
ENSMUSG00000036181,50708,Hist1h1c,"histone cluster 1, H1c",-0.374942395,6.57678053,5.552739524,0.022914084,0.219908487
ENSMUSG00000031875,68119,Cmtm3,CKLF-like MARVEL transmembrane domain containing 3,-0.609571849,2.794722641,5.550798995,0.022936603,0.219908487
ENSMUSG00000074682,67917,Zcchc3,"zinc finger, CCHC domain containing 3",-0.940762901,1.18835845,5.549707226,0.022949283,0.219908487
ENSMUSG00000089960,394436,Ugt1a1,"UDP glucuronosyltransferase 1 family, polypeptide A1",1.273488453,1.353116925,5.551286302,0.023053409,0.220709728
ENSMUSG00000057738,20740,Sptan1,"spectrin alpha, non-erythrocytic 1",-0.339857935,5.83196905,5.537603442,0.023090364,0.220789204
ENSMUSG00000059040,433182,Eno1b,"enolase 1B, retrotransposed",-0.34889824,7.518364844,5.536545026,0.023102745,0.220789204
ENSMUSG00000053347,74670,Zfp943,zinc finger prtoein 943,0.555438924,2.707318375,5.525051463,0.023237656,0.221759734
ENSMUSG00000023827,68262,Agpat4,"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)",-0.946002115,0.919172492,5.524384214,0.023245514,0.221759734
ENSMUSG00000020564,380753,Atxn7l1,ataxin 7-like 1,0.432266748,3.323425862,5.511281461,0.023400405,0.222933691
ENSMUSG00000031858,74549,Mau2,MAU2 sister chromatid cohesion factor,0.472712436,3.455627579,5.50842954,0.023434265,0.222933691
ENSMUSG00000017453,19193,Pipox,pipecolic acid oxidase,0.441861056,6.998242253,5.524874691,0.023454958,0.222933691
ENSMUSG00000002820,235040,Atg4d,"autophagy related 4D, cysteine peptidase",0.450705713,3.706229817,5.505383674,0.023470486,0.222933691
ENSMUSG00000032898,231670,Fbxo21,F-box protein 21,0.346110764,6.035362497,5.503864629,0.023488573,0.222933691
ENSMUSG00000047412,235132,Zbtb44,zinc finger and BTB domain containing 44,0.258219391,5.83960712,5.503028824,0.023498531,0.222933691
ENSMUSG00000026475,19734,Rgs16,regulator of G-protein signaling 16,-0.901398306,6.23220449,5.592094635,0.023517463,0.222933691
ENSMUSG00000047617,227622,Paxx,non-homologous end joining factor,0.478957303,2.838144957,5.500029272,0.023534307,0.222933691
ENSMUSG00000040711,268396,Sh3pxd2b,SH3 and PX domains 2B,-1.211215,1.245003161,5.496142413,0.023580752,0.223177195
ENSMUSG00000048163,20345,Selplg,"selectin, platelet (p-selectin) ligand",-0.763273132,1.927456108,5.493091869,0.023617273,0.223326426
ENSMUSG00000031516,22428,Dctn6,dynactin 6,-0.45475465,4.193100075,5.489497509,0.023660382,0.223537643
ENSMUSG00000025024,76479,Smndc1,survival motor neuron domain containing 1,0.292674818,4.493147458,5.476686416,0.023814725,0.22479847
ENSMUSG00000018727,52670,Cpsf4l,cleavage and polyadenylation specific factor 4-like,0.706851546,3.334045491,5.493529145,0.023869599,0.22511898
ENSMUSG00000024712,54391,Rfk,riboflavin kinase,-0.289340043,5.582723345,5.466538299,0.023937755,0.225563132
ENSMUSG00000029322,231507,Plac8,placenta-specific 8,-0.880622855,3.780952538,5.52777197,0.023975385,0.225563132
ENSMUSG00000026854,74270,Usp20,ubiquitin specific peptidase 20,-0.624232597,2.888132647,5.463101395,0.023979576,0.225563132
ENSMUSG00000036550,234594,Cnot1,"CCR4-NOT transcription complex, subunit 1",0.262961404,5.275250567,5.460701091,0.024008831,0.225641076
ENSMUSG00000024525,114663,Impa2,inositol (myo)-1(or 4)-monophosphatase 2,-0.627783557,2.68102429,5.451075579,0.024126533,0.226437337
ENSMUSG00000052957,14451,Gas1,growth arrest specific 1,0.468170997,4.262862676,5.447527715,0.024170073,0.226437337
ENSMUSG00000024816,67457,Frmd8,FERM domain containing 8,-0.460775517,4.130384467,5.447124959,0.024175021,0.226437337
ENSMUSG00000030579,22177,Tyrobp,TYRO protein tyrosine kinase binding protein,-0.628480736,4.217706019,5.478743785,0.024177725,0.226437337
ENSMUSG00000027784,242083,Ppm1l,protein phosphatase 1 (formerly 2C)-like,0.330165386,4.263049928,5.44129523,0.024246764,0.226886462
ENSMUSG00000030556,67867,Lrrc28,leucine rich repeat containing 28,-0.323878151,4.523393863,5.435878845,0.024313626,0.227314452
ENSMUSG00000049327,67956,Kmt5a,lysine methyltransferase 5A,-0.388216159,5.641328283,5.432780311,0.024351965,0.227409353
ENSMUSG00000026491,226747,Ahctf1,AT hook containing transcription factor 1,0.350678062,3.822321592,5.431643911,0.024366043,0.227409353
ENSMUSG00000052812,320817,Atad2b,"ATPase family, AAA domain containing 2B",0.287834571,4.997766552,5.428497149,0.024405069,0.227437564
ENSMUSG00000032411,211586,Tfdp2,transcription factor Dp 2,0.292283769,4.449167166,5.425855117,0.024437888,0.227437564
ENSMUSG00000058216,225884,Gstp3,glutathione S-transferase pi 3,-0.550168891,2.986066419,5.42459177,0.024453598,0.227437564
ENSMUSG00000031577,234138,Tti2,TELO2 interacting protein 2,0.452869902,2.685243569,5.424591038,0.024453607,0.227437564
ENSMUSG00000022831,15163,Hcls1,hematopoietic cell specific Lyn substrate 1,-0.648881003,3.179944818,5.423608905,0.024487748,0.227558429
ENSMUSG00000041740,50849,Rnf10,ring finger protein 10,0.365510144,5.025574047,5.416755556,0.024551285,0.227952008
ENSMUSG00000052751,58887,Repin1,replication initiator 1,0.349725175,5.527740367,5.412967136,0.024598663,0.228040612
ENSMUSG00000028221,72519,Pip4p2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",-0.449519762,3.297858734,5.412603872,0.024603211,0.228040612
ENSMUSG00000030555,67009,Ttc23,tetratricopeptide repeat domain 23,-0.328921166,4.90999318,5.40809627,0.024659722,0.2283677
ENSMUSG00000027864,19221,Ptgfrn,prostaglandin F2 receptor negative regulator,-1.052080651,1.544752232,5.402934892,0.024724601,0.228695221
ENSMUSG00000022111,50933,Uchl3,ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase),-0.557762987,4.818948519,5.431298868,0.024742071,0.228695221
ENSMUSG00000039783,98256,Kmo,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase),0.294835648,7.223259605,5.397157529,0.024797442,0.228695221
