"","gene.id","entrez","symbol","gene.name","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000115338","ENSMUSG00000115338","18950","Pnp","purine-nucleoside phosphorylase",0.192090631323935,5.89937145505862,1.05973433241824,0.308525557480097,0.571127779241586
"ENSMUSG00000075229","ENSMUSG00000075229","381045","Ccdc58","coiled-coil domain containing 58",-0.30110273381588,4.87967749239571,1.06293681557547,0.308788169876197,0.571505961243954
"ENSMUSG00000040479","ENSMUSG00000040479","104418","Dgkz","diacylglycerol kinase zeta",-0.241381480675288,3.99304626255898,1.05775190083335,0.308950344196386,0.571603034876627
"ENSMUSG00000058230","ENSMUSG00000058230","232906","Arhgap35","Rho GTPase activating protein 35",-0.175728103079927,5.02085129369163,1.0577212682865,0.308957273034846,0.571603034876627
"ENSMUSG00000024218","ENSMUSG00000024218","68776","Taf11","TATA-box binding protein associated factor 11",-0.171664524271485,3.93513313712562,1.05656663230791,0.309218593055954,0.571978522451556
"ENSMUSG00000031959","ENSMUSG00000031959","319481","Wdr59","WD repeat domain 59",-0.290232696534931,2.39509674205575,1.05612809801838,0.309317920117569,0.572054277628265
"ENSMUSG00000052435","ENSMUSG00000052435","110794","Cebpe","CCAAT/enhancer binding protein (C/EBP), epsilon",-0.26064860861554,3.11663134985314,1.05559635292615,0.309438416081003,0.57214781890919
"ENSMUSG00000028980","ENSMUSG00000028980","100198","H6pd","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)",-0.145916773577691,7.52478870250127,1.05506839238175,0.309558116148785,0.57214781890919
"ENSMUSG00000021103","ENSMUSG00000021103","17420","Mnat1","menage a trois 1",-0.223658465732806,3.49906721136166,1.05505580524378,0.309560970675786,0.57214781890919
"ENSMUSG00000054716","ENSMUSG00000054716","244216","Zfp771","zinc finger protein 771",0.186572522004178,4.31127553123508,1.05461433686281,0.309661109559242,0.57214781890919
"ENSMUSG00000057672","ENSMUSG00000057672","320795","Pkn1","protein kinase N1",-0.194038641269777,3.96100543526988,1.05436658046223,0.309717327343014,0.57214781890919
"ENSMUSG00000028976","ENSMUSG00000028976","56485","Slc2a5","solute carrier family 2 (facilitated glucose transporter), member 5",0.305479413987356,3.40108290022627,1.05436421558497,0.309750546607187,0.57214781890919
"ENSMUSG00000028803","ENSMUSG00000028803","74552","Nipal3","NIPA-like domain containing 3",-0.259606357858568,2.82383873854961,1.05405290727415,0.309788521596252,0.57214781890919
"ENSMUSG00000048832","ENSMUSG00000048832","107305","Vps37c","vacuolar protein sorting 37C",-0.287530501492107,3.32947342745944,1.05353814117877,0.309905404950057,0.57214781890919
"ENSMUSG00000022867","ENSMUSG00000022867","30940","Usp25","ubiquitin specific peptidase 25",-0.175180334491377,4.61268673440871,1.05315701188561,0.309991982350946,0.57214781890919
"ENSMUSG00000020738","ENSMUSG00000020738","170930","Sumo2","small ubiquitin-like modifier 2",-0.169834927673802,5.31125706261849,1.05306534083146,0.310012811160684,0.57214781890919
"ENSMUSG00000035367","ENSMUSG00000035367","74386","Rmi1","RecQ mediated genome instability 1",0.166387097807457,3.7104707650774,1.05231298771459,0.310183825504959,0.57214781890919
"ENSMUSG00000047139","ENSMUSG00000047139","12484","Cd24a","CD24a antigen",-0.40707333446206,2.52137710816568,1.0519476422988,0.310266915933109,0.57214781890919
"ENSMUSG00000021500","ENSMUSG00000021500","212880","Ddx46","DEAD (Asp-Glu-Ala-Asp) box polypeptide 46",-0.173603297553243,5.00402863905138,1.05142446928945,0.310385952596217,0.57214781890919
"ENSMUSG00000005362","ENSMUSG00000005362","58799","Crbn","cereblon",-0.281921893630462,3.53773584754167,1.05122095443705,0.310432274389763,0.57214781890919
"ENSMUSG00000038215","ENSMUSG00000038215","382010","Cep44","centrosomal protein 44",-0.199125723869087,3.2591714171941,1.05119260848778,0.310438726909707,0.57214781890919
"ENSMUSG00000028873","ENSMUSG00000028873","52276","Cdca8","cell division cycle associated 8",-0.456485381220368,1.77083851000401,1.05105293055466,0.310470525050585,0.57214781890919
"ENSMUSG00000027787","ENSMUSG00000027787","97112","Nmd3","NMD3 ribosome export adaptor",-0.196939681829513,3.84890928539941,1.0507090035889,0.310548839621013,0.57214781890919
"ENSMUSG00000037216","ENSMUSG00000037216","623661","Lipt1","lipoyltransferase 1",-0.238743532595475,3.70818445260756,1.05059425521228,0.31057497447218,0.57214781890919
"ENSMUSG00000036167","ENSMUSG00000036167","223828","Pphln1","periphilin 1",0.276117381708063,2.78871353314906,1.05041966396369,0.310614744622854,0.57214781890919
"ENSMUSG00000030204","ENSMUSG00000030204","67755","Ddx47","DEAD (Asp-Glu-Ala-Asp) box polypeptide 47",-0.155390529684756,4.52041605577798,1.05035899224887,0.310628566622203,0.57214781890919
"ENSMUSG00000028838","ENSMUSG00000028838","56219","Extl1","exostoses (multiple)-like 1",-0.360984843241375,2.87427137891107,1.05038872119912,0.310648918050376,0.57214781890919
"ENSMUSG00000060288","ENSMUSG00000060288","66101","Ppih","peptidyl prolyl isomerase H",-0.205311079734452,3.1168583188779,1.05025213380668,0.31065291269549,0.57214781890919
"ENSMUSG00000039607","ENSMUSG00000039607","207181","Rbms3","RNA binding motif, single stranded interacting protein",-0.258070394536663,4.02104887850641,1.04956578889373,0.310813895816338,0.572328536675988
"ENSMUSG00000031903","ENSMUSG00000031903","192654","Pla2g15","phospholipase A2, group XV",-0.225274661730575,3.95514781040541,1.04930928372513,0.310867836808805,0.572328536675988
"ENSMUSG00000001348","ENSMUSG00000001348","11433","Acp5","acid phosphatase 5, tartrate resistant",-0.132052688067585,6.85858142869763,1.04753447485131,0.311272944205875,0.572966726750108
"ENSMUSG00000001229","ENSMUSG00000001229","224897","Dpp9","dipeptidylpeptidase 9",-0.17965391232967,5.11011385422012,1.04709414051866,0.311373561084956,0.573044300212689
"ENSMUSG00000045776","ENSMUSG00000045776","319476","Lrtm1","leucine-rich repeats and transmembrane domains 1",0.441914511715762,3.84810950589259,1.05269303106446,0.311531387274366,0.57315260123934
"ENSMUSG00000022848","ENSMUSG00000022848","224132","Slc49a4","solute carrier family 49 member 4",-0.153182369675231,4.82735141594321,1.0462009360174,0.311577792313194,0.57315260123934
"ENSMUSG00000039988","ENSMUSG00000039988","433667","Ankrd13c","ankyrin repeat domain 13c",-0.177747114255603,4.32158667468426,1.04606948691903,0.311607863204409,0.57315260123934
"ENSMUSG00000017307","ENSMUSG00000017307","170789","Acot8","acyl-CoA thioesterase 8",-0.185915432260525,4.81851884457863,1.04534215921785,0.311774319846196,0.573331835114016
"ENSMUSG00000024276","ENSMUSG00000024276","69256","Zfp397","zinc finger protein 397",0.293515109072984,2.82499519353411,1.04513254435598,0.311822314403848,0.573331835114016
"ENSMUSG00000041126","ENSMUSG00000041126","77605","H2afv","H2A histone family, member V",-0.159664560780424,6.20353327723884,1.04425111887389,0.312024238083601,0.573413942368465
"ENSMUSG00000026927","ENSMUSG00000026927","68112","Entr1","endosome associated trafficking regulator 1",-0.213428093585477,4.41851551020024,1.04421131481527,0.312033360810631,0.573413942368465
"ENSMUSG00000039089","ENSMUSG00000039089","237339","L3mbtl3","L3MBTL3 histone methyl-lysine binding protein",0.223944259841009,3.2742050067642,1.04392203710161,0.312099671297605,0.573413942368465
"ENSMUSG00000034007","ENSMUSG00000034007","244891","Scaper","S phase cyclin A-associated protein in the ER",0.211688011151682,4.29233754289107,1.04391616647154,0.312101017203407,0.573413942368465
"ENSMUSG00000029729","ENSMUSG00000029729","74570","Zkscan1","zinc finger with KRAB and SCAN domains 1",0.157853357001486,4.53136336227942,1.04341666933588,0.312215560676186,0.573424709612565
"ENSMUSG00000043923","ENSMUSG00000043923","382073","Ccdc84","coiled-coil domain containing 84",0.180737245062217,4.00412091140527,1.04338029947604,0.312223903111494,0.573424709612565
"ENSMUSG00000027752","ENSMUSG00000027752","69639","Exosc8","exosome component 8",-0.191711147288973,3.74404614273045,1.04302181346189,0.312306147706181,0.573468286962821
"ENSMUSG00000031732","ENSMUSG00000031732","244650","Phlpp2","PH domain and leucine rich repeat protein phosphatase 2",-0.509186552831418,1.52686428294162,1.04256772674786,0.312410366652377,0.573552190557005
"ENSMUSG00000034774","ENSMUSG00000034774","211924","Dsg1c","desmoglein 1 gamma",-0.313363501300312,3.79464168893508,1.04378830419041,0.312589556309702,0.573728868151414
"ENSMUSG00000041548","ENSMUSG00000041548","80888","Hspb8","heat shock protein 8",-0.174159102600582,6.94118733767943,1.04086431238181,0.312804349991116,0.573728868151414
"ENSMUSG00000033004","ENSMUSG00000033004","105689","Mycbp2","MYC binding protein 2, E3 ubiquitin protein ligase",-0.166399459354463,5.13762441800657,1.04085108183869,0.312804778572078,0.573728868151414
"ENSMUSG00000039461","ENSMUSG00000039461","102791","Tcta","T cell leukemia translocation altered gene",-0.204391949835273,3.7674416701158,1.04075542957185,0.312826774906996,0.573728868151414
"ENSMUSG00000062980","ENSMUSG00000062980","214642","Cped1","cadherin-like and PC-esterase domain containing 1",-0.150955945612296,5.48944422775849,1.04066187607254,0.312848290600912,0.573728868151414
"ENSMUSG00000033021","ENSMUSG00000033021","69080","Gmppa","GDP-mannose pyrophosphorylase A",-0.191362407836532,4.03255975076428,1.04062025037517,0.312857864428689,0.573728868151414
"ENSMUSG00000027371","ENSMUSG00000027371","68126","Fahd2a","fumarylacetoacetate hydrolase domain containing 2A",-0.214524393848956,3.64172006541404,1.04009973309072,0.31297761535783,0.573841090833814
"ENSMUSG00000024483","ENSMUSG00000024483","108857","Ankhd1","ankyrin repeat and KH domain containing 1",0.141258349645436,6.1956184115982,1.03924714348837,0.313173895374892,0.574069215123873
"ENSMUSG00000025068","ENSMUSG00000025068","14873","Gsto1","glutathione S-transferase omega 1",-0.12678934274204,6.24977003869912,1.03905048269214,0.313219193190546,0.574069215123873
"ENSMUSG00000038256","ENSMUSG00000038256","77578","Bcl9","B cell CLL/lymphoma 9",0.244779625408124,2.81693591895048,1.03787101925721,0.313491048052338,0.574460035698001
"ENSMUSG00000026201","ENSMUSG00000026201","20872","Stk16","serine/threonine kinase 16",-0.140133412203426,5.59736105505557,1.03741922194924,0.313595266313431,0.574505517539169
"ENSMUSG00000026390","ENSMUSG00000026390","17167","Marco","macrophage receptor with collagenous structure",0.491578452642872,3.52754804581469,1.04336949305563,0.313637507161262,0.574505517539169
"ENSMUSG00000037583","ENSMUSG00000037583","23957","Nr0b2","nuclear receptor subfamily 0, group B, member 2",-0.237079705051677,5.23691803577853,1.03883556836649,0.313691737178785,0.574505517539169
"ENSMUSG00000025979","ENSMUSG00000025979","19070","Mob4","MOB family member 4, phocein",-0.150273419869634,5.01421997751088,1.0357087854117,0.313990240000343,0.574944759342931
"ENSMUSG00000050188","ENSMUSG00000050188","116748","Lsm10","U7 snRNP-specific Sm-like protein LSM10",-0.191550813289574,4.47964428053249,1.03461478999043,0.314243213404885,0.575300484096371
"ENSMUSG00000024212","ENSMUSG00000024212","64144","Mllt1","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1",-0.277179141227694,2.33553096875592,1.03325823274018,0.314557279142531,0.575767899812626
"ENSMUSG00000042447","ENSMUSG00000042447","252875","Mios","meiosis regulator for oocyte development",0.240209577779021,3.02984948996677,1.03258266801271,0.314713840055104,0.575866031830499
"ENSMUSG00000020376","ENSMUSG00000020376","59044","Rnf130","ring finger protein 130",-0.382455218856834,5.18971386399107,1.03917013310875,0.314732052456543,0.575866031830499
"ENSMUSG00000031310","ENSMUSG00000031310","56364","Zmym3","zinc finger, MYM-type 3",-0.220711333382731,3.14492274599318,1.03226637231392,0.314787176787345,0.575866031830499
"ENSMUSG00000029397","ENSMUSG00000029397","68098","Rchy1","ring finger and CHY zinc finger domain containing 1",-0.168292104995199,4.54833071440147,1.0318706571713,0.314878959963899,0.575926429198621
"ENSMUSG00000020818","ENSMUSG00000020818","69900","Mfsd11","major facilitator superfamily domain containing 11",-0.241277149489967,3.88251761511411,1.0303950302198,0.315221536052798,0.576445428870576
"ENSMUSG00000024019","ENSMUSG00000024019","74157","Cmtr1","cap methyltransferase 1",-0.233655109926914,3.21670186855856,1.02982707528279,0.315353523103282,0.576494203581536
"ENSMUSG00000036698","ENSMUSG00000036698","239528","Ago2","argonaute RISC catalytic subunit 2",-0.149171291563521,5.05609992762351,1.02967449444986,0.315388993950262,0.576494203581536
"ENSMUSG00000023055","ENSMUSG00000023055","67488","Calcoco1","calcium binding and coiled coil domain 1",-0.271439553045594,4.75680992574962,1.03223931092433,0.315424685673898,0.576494203581536
"ENSMUSG00000034083","ENSMUSG00000034083","232236","Ccdc174","coiled-coil domain containing 174",0.215775213483833,3.63470987802797,1.02862141583921,0.315633951246065,0.57659823137534
"ENSMUSG00000059839","ENSMUSG00000059839","408067","Zfp874b","zinc finger protein 874b",0.326483454792152,2.21326933102016,1.02845254487282,0.315673256091442,0.57659823137534
"ENSMUSG00000030670","ENSMUSG00000030670","244209","Cyp2r1","cytochrome P450, family 2, subfamily r, polypeptide 1",-0.220731975611027,2.91964128654831,1.02839911418797,0.315685693486611,0.57659823137534
"ENSMUSG00000060227","ENSMUSG00000060227","319996","Casc4","cancer susceptibility candidate 4",-0.362349443483778,2.12594763995263,1.02826484973958,0.31571694995511,0.57659823137534
"ENSMUSG00000019731","ENSMUSG00000019731","270066","Slc35e1","solute carrier family 35, member E1",0.154855012571331,3.92491827828454,1.02733002896061,0.315934688927343,0.57688838298639
"ENSMUSG00000023791","ENSMUSG00000023791","72084","Pigx","phosphatidylinositol glycan anchor biosynthesis, class X",0.214462109825089,4.06820779551682,1.026751076894,0.316069639470868,0.577027285174089
"ENSMUSG00000021509","ENSMUSG00000021509","328258","Slc25a48","solute carrier family 25, member 48",0.263420084308603,3.72547841393256,1.02638997812166,0.316153848652061,0.577032474537036
"ENSMUSG00000040446","ENSMUSG00000040446","225283","Rprd1a","regulation of nuclear pre-mRNA domain containing 1A",0.194968047079678,3.78516162460497,1.0260653922799,0.316229568536642,0.577032474537036
"ENSMUSG00000031295","ENSMUSG00000031295","110094","Phka2","phosphorylase kinase alpha 2",-0.187595366174761,4.54489025414921,1.02577964301715,0.316296248645766,0.577032474537036
"ENSMUSG00000023988","ENSMUSG00000023988","53414","Bysl","bystin-like",-0.285452979786801,3.18561956041102,1.02561271604942,0.316335210060742,0.577032474537036
"ENSMUSG00000025374","ENSMUSG00000025374","69917","Nabp2","nucleic acid binding protein 2",-0.213913255793563,3.94617948901306,1.02547702211036,0.316366886294643,0.577032474537036
"ENSMUSG00000024474","ENSMUSG00000024474","24010","Ik","IK cytokine",-0.127518972628161,5.78735498125949,1.02416766416559,0.316672759459891,0.57724727806304
"ENSMUSG00000034194","ENSMUSG00000034194","71843","R3hcc1","R3H domain and coiled-coil containing 1",-0.27854066946353,2.85520729379515,1.02408090854096,0.31669304002489,0.57724727806304
"ENSMUSG00000003949","ENSMUSG00000003949","217082","Hlf","hepatic leukemia factor",-0.173386046535498,5.98761527853371,1.02404216796626,0.316702096837698,0.57724727806304
"ENSMUSG00000038671","ENSMUSG00000038671","76688","Arfrp1","ADP-ribosylation factor related protein 1",-0.213479573403487,4.15285015829798,1.02372932663264,0.31677524592238,0.57724727806304
"ENSMUSG00000020544","ENSMUSG00000020544","69802","Cox11","cytochrome c oxidase assembly protein 11, copper chaperone",-0.248950929994726,3.07214143158325,1.02371254901062,0.316779169532962,0.57724727806304
"ENSMUSG00000037487","ENSMUSG00000037487","70790","Ubr5","ubiquitin protein ligase E3 component n-recognin 5",-0.13620977766029,5.55126825162878,1.02232383888642,0.317104158624118,0.577732060702055
"ENSMUSG00000071652","ENSMUSG00000071652","109077","Ints5","integrator complex subunit 5",-0.258097143466744,3.2105752602137,1.02192762505756,0.317196963327564,0.57779372502047
"ENSMUSG00000033059","ENSMUSG00000033059","110078","Pygb","brain glycogen phosphorylase",-0.417649933657808,2.48407612855072,1.0212376482999,0.317419049815177,0.578090817355274
"ENSMUSG00000022186","ENSMUSG00000022186","67041","Oxct1","3-oxoacid CoA transferase 1",-0.293451075593183,3.07141902412553,1.02041009200009,0.317552749974586,0.578226857999061
"ENSMUSG00000058709","ENSMUSG00000058709","112406","Egln2","egl-9 family hypoxia-inducible factor 2",-0.164866786735205,5.57260763242572,1.01986670256547,0.317680277966444,0.578318890967963
"ENSMUSG00000018395","ENSMUSG00000018395","16568","Kif3a","kinesin family member 3A",-0.271547099484495,4.60984257954687,1.02223611398327,0.317721317241991,0.578318890967963
